Station,Year,Month,Day,Night,DayLimit,NightLimit
47,2015,6,66.0,62.0,65,55
47,2015,7,67.0,63.0,65,55
47,2015,8,67.0,63.0,65,55
47,2015,9,67.0,63.0,65,55
47,2015,10,67.0,63.0,65,55
47,2015,11,67.0,64.0,65,55
47,2015,12,67.0,64.0,65,55
48,2015,1,77.0,68.0,55,45
48,2015,2,75.0,68.0,55,45
48,2015,3,74.0,68.0,55,45
48,2015,4,75.0,68.0,55,45
48,2015,5,74.0,69.0,55,45
48,2015,6,74.0,69.0,55,45
48,2015,7,88.0,71.0,55,45
48,2015,8,83.0,68.0,55,45
48,2015,9,79.0,73.0,55,45
48,2015,10,75.0,70.0,55,45
48,2015,11,74.0,70.0,55,45
48,2015,12,76.0,76.0,55,45
49,2015,1,65.0,60.0,75,70
49,2015,2,64.0,59.0,75,70
49,2015,3,64.0,59.0,75,70
49,2015,4,65.0,62.0,75,70
49,2015,5,66.0,63.0,75,70
49,2015,6,66.0,61.0,75,70
49,2015,7,66.0,62.0,75,70
49,2015,8,64.0,60.0,75,70
49,2015,9,64.0,60.0,75,70
49,2015,10,63.0,59.0,75,70
49,2015,11,63.0,60.0,75,70
49,2015,12,65.0,64.0,75,70
50,2015,1,67.0,58.0,75,70
50,2015,2,68.0,62.0,75,70
50,2015,3,67.0,59.0,75,70
50,2015,4,67.0,60.0,75,70
50,2015,5,68.0,70.0,75,70
50,2015,6,67.0,60.0,75,70
50,2015,7,67.0,60.0,75,70
50,2015,8,67.0,60.0,75,70
50,2015,9,68.0,63.0,75,70
50,2015,10,67.0,60.0,75,70
50,2015,11,67.0,60.0,75,70
50,2015,12,67.0,59.0,75,70
51,2015,1,74.0,62.0,65,55
51,2015,2,74.0,63.0,65,55
51,2015,3,73.0,62.0,65,55
51,2015,4,73.0,63.0,65,55
51,2015,5,72.0,64.0,65,55
51,2015,6,72.0,64.0,65,55
51,2015,7,74.0,67.0,65,55
51,2015,8,73.0,63.0,65,55
51,2015,9,73.0,63.0,65,55
51,2015,10,73.0,65.0,65,55
51,2015,11,74.0,65.0,65,55
51,2015,12,74.0,65.0,65,55
52,2015,1,62.0,53.0,50,40
52,2015,2,63.0,57.0,50,40
52,2015,3,64.0,58.0,50,40
52,2015,4,64.0,60.0,50,40
52,2015,5,64.0,61.0,50,40
52,2015,6,66.0,60.0,50,40
52,2015,7,65.0,60.0,50,40
52,2015,8,64.0,59.0,50,40
52,2015,9,64.0,58.0,50,40
52,2015,10,63.0,59.0,50,40
52,2015,11,63.0,57.0,50,40
52,2015,12,64.0,55.0,50,40
53,2015,1,57.0,45.0,55,45
53,2015,2,59.0,51.0,55,45
53,2015,3,59.0,49.0,55,45
53,2015,4,62.0,58.0,55,45
53,2015,5,60.0,59.0,55,45
53,2015,6,63.0,59.0,55,45
53,2015,7,64.0,60.0,55,45
53,2015,8,63.0,59.0,55,45
53,2015,9,61.0,56.0,55,45
53,2015,10,62.0,55.0,55,45
53,2015,11,65.0,58.0,55,45
53,2015,12,61.0,53.0,55,45
54,2015,1,79.0,78.0,50,40
54,2015,2,94.0,93.0,50,40
54,2015,3,94.0,100.0,50,40
54,2015,4,97.0,100.0,50,40
54,2015,5,92.0,96.0,50,40
54,2015,6,91.0,93.0,50,40
54,2015,7,93.0,77.0,50,40
54,2015,8,88.0,59.0,50,40
54,2015,9,100.0,80.0,50,40
54,2015,10,94.0,77.0,50,40
54,2015,11,86.0,85.0,50,40
54,2015,12,83.0,75.0,50,40
55,2015,1,79.0,75.0,75,70
55,2015,2,63.0,50.0,75,70
55,2015,3,63.0,52.0,75,70
55,2015,4,64.0,53.0,75,70
55,2015,5,65.0,54.0,75,70
55,2015,6,68.0,58.0,75,70
55,2015,7,65.0,58.0,75,70
55,2015,8,64.0,56.0,75,70
55,2015,9,65.0,55.0,75,70
55,2015,10,63.0,50.0,75,70
55,2015,11,70.0,59.0,75,70
55,2015,12,77.0,78.0,75,70
56,2015,1,77.0,55.0,50,40
56,2015,2,63.0,57.0,50,40
56,2015,3,63.0,60.0,50,40
56,2015,4,63.0,58.0,50,40
56,2015,5,62.0,58.0,50,40
56,2015,6,62.0,58.0,50,40
56,2015,7,63.0,57.0,50,40
56,2015,8,63.0,56.0,50,40
56,2015,9,63.0,56.0,50,40
56,2015,10,63.0,56.0,50,40
56,2015,11,64.0,58.0,50,40
56,2015,12,64.0,57.0,50,40
57,2015,1,75.0,65.0,65,55
57,2015,2,75.0,66.0,65,55
57,2015,3,74.0,65.0,65,55
57,2015,4,74.0,66.0,65,55
57,2015,5,73.0,65.0,65,55
57,2015,6,74.0,66.0,65,55
57,2015,7,75.0,66.0,65,55
57,2015,8,75.0,67.0,65,55
57,2015,9,75.0,66.0,65,55
57,2015,10,75.0,66.0,65,55
57,2015,11,75.0,67.0,65,55
57,2015,12,76.0,67.0,65,55
58,2015,1,61.0,56.0,65,55
58,2015,2,63.0,58.0,65,55
58,2015,3,63.0,58.0,65,55
58,2015,4,66.0,61.0,65,55
58,2015,5,63.0,57.0,65,55
58,2015,6,64.0,59.0,65,55
58,2015,7,64.0,59.0,65,55
58,2015,8,62.0,56.0,65,55
58,2015,9,64.0,55.0,65,55
58,2015,10,62.0,56.0,65,55
58,2015,11,64.0,61.0,65,55
58,2015,12,62.0,55.0,65,55
59,2015,1,64.0,58.0,65,55
59,2015,2,64.0,60.0,65,55
59,2015,3,63.0,58.0,65,55
59,2015,4,64.0,60.0,65,55
59,2015,5,65.0,61.0,65,55
59,2015,6,64.0,60.0,65,55
59,2015,7,64.0,61.0,65,55
59,2015,8,73.0,76.0,65,55
59,2015,9,54.0,54.0,65,55
59,2015,10,56.0,54.0,65,55
59,2015,11,62.0,59.0,65,55
59,2015,12,88.0,68.0,65,55
60,2015,1,72.0,71.0,50,40
60,2015,2,72.0,71.0,50,40
60,2015,3,72.0,70.0,50,40
60,2015,4,72.0,70.0,50,40
60,2015,5,72.0,70.0,50,40
60,2015,6,73.0,71.0,50,40
60,2015,7,72.0,70.0,50,40
60,2015,8,71.0,69.0,50,40
60,2015,9,71.0,70.0,50,40
60,2015,10,69.0,68.0,50,40
60,2015,11,68.0,67.0,50,40
60,2015,12,69.0,68.0,50,40
61,2015,1,64.0,56.0,65,55
61,2015,2,64.0,55.0,65,55
61,2015,3,64.0,56.0,65,55
61,2015,4,65.0,57.0,65,55
61,2015,5,64.0,57.0,65,55
61,2015,6,66.0,59.0,65,55
61,2015,7,66.0,59.0,65,55
61,2015,8,65.0,57.0,65,55
61,2015,9,65.0,59.0,65,55
61,2015,10,63.0,55.0,65,55
61,2015,11,62.0,56.0,65,55
61,2015,12,62.0,54.0,65,55
62,2015,1,70.0,60.0,65,55
62,2015,2,69.0,59.0,65,55
62,2015,3,69.0,58.0,65,55
62,2015,4,68.0,59.0,65,55
62,2015,5,67.0,59.0,65,55
62,2015,6,69.0,60.0,65,55
62,2015,7,70.0,60.0,65,55
62,2015,8,69.0,59.0,65,55
62,2015,9,69.0,60.0,65,55
62,2015,10,69.0,59.0,65,55
62,2015,11,68.0,60.0,65,55
62,2015,12,68.0,59.0,65,55
63,2015,1,68.0,61.0,65,55
63,2015,2,73.0,61.0,65,55
63,2015,3,65.0,61.0,65,55
63,2015,4,65.0,60.0,65,55
63,2015,5,65.0,61.0,65,55
63,2015,6,89.0,87.0,65,55
63,2015,7,84.0,83.0,65,55
63,2015,8,70.0,71.0,65,55
63,2015,9,69.0,69.0,65,55
63,2015,10,76.0,75.0,65,55
63,2015,11,75.0,75.0,65,55
63,2015,12,76.0,76.0,65,55
64,2015,1,70.0,67.0,50,40
64,2015,2,70.0,66.0,50,40
64,2015,3,70.0,66.0,50,40
64,2015,4,68.0,64.0,50,40
64,2015,5,66.0,62.0,50,40
64,2015,6,68.0,63.0,50,40
64,2015,7,68.0,63.0,50,40
64,2015,8,67.0,63.0,50,40
64,2015,9,68.0,63.0,50,40
64,2015,10,68.0,64.0,50,40
64,2015,11,68.0,64.0,50,40
64,2015,12,68.0,65.0,50,40
65,2015,1,62.0,54.0,75,70
65,2015,2,62.0,55.0,75,70
65,2015,3,61.0,55.0,75,70
65,2015,4,62.0,55.0,75,70
65,2015,5,62.0,55.0,75,70
65,2015,6,64.0,59.0,75,70
65,2015,7,64.0,58.0,75,70
65,2015,8,62.0,56.0,75,70
65,2015,9,62.0,56.0,75,70
65,2015,10,62.0,54.0,75,70
65,2015,11,61.0,55.0,75,70
65,2015,12,60.0,54.0,75,70
66,2015,1,59.0,57.0,75,70
66,2015,2,60.0,58.0,75,70
66,2015,3,59.0,56.0,75,70
66,2015,4,59.0,56.0,75,70
66,2015,5,59.0,55.0,75,70
66,2015,6,63.0,60.0,75,70
66,2015,7,61.0,58.0,75,70
66,2015,8,61.0,59.0,75,70
66,2015,9,60.0,58.0,75,70
66,2015,10,60.0,57.0,75,70
66,2015,11,61.0,57.0,75,70
66,2015,12,59.0,55.0,75,70
67,2015,1,63.0,55.0,55,45
67,2015,2,63.0,55.0,55,45
67,2015,3,63.0,55.0,55,45
67,2015,4,63.0,56.0,55,45
67,2015,5,63.0,56.0,55,45
67,2015,6,65.0,61.0,55,45
67,2015,7,69.0,69.0,55,45
67,2015,8,73.0,71.0,55,45
67,2015,9,74.0,78.0,55,45
67,2015,10,70.0,63.0,55,45
67,2015,11,63.0,56.0,55,45
67,2015,12,63.0,56.0,55,45
68,2015,1,70.0,67.0,75,70
68,2015,2,71.0,67.0,75,70
68,2015,3,70.0,67.0,75,70
68,2015,4,71.0,67.0,75,70
68,2015,5,71.0,67.0,75,70
68,2015,6,71.0,69.0,75,70
68,2015,7,71.0,69.0,75,70
68,2015,8,70.0,67.0,75,70
68,2015,9,70.0,67.0,75,70
68,2015,10,70.0,67.0,75,70
68,2015,11,72.0,68.0,75,70
68,2015,12,75.0,68.0,75,70
69,2015,1,73.0,68.0,65,55
69,2015,2,73.0,68.0,65,55
69,2015,3,72.0,67.0,65,55
69,2015,4,72.0,68.0,65,55
69,2015,5,72.0,68.0,65,55
69,2015,6,75.0,71.0,65,55
69,2015,7,74.0,71.0,65,55
69,2015,8,73.0,68.0,65,55
69,2015,9,73.0,68.0,65,55
69,2015,10,73.0,67.0,65,55
69,2015,11,73.0,68.0,65,55
69,2015,12,73.0,68.0,65,55
0,2016,1,60.0,56.0,55,45
0,2016,2,61.0,55.0,55,45
0,2016,3,61.0,55.0,55,45
0,2016,4,58.0,54.0,55,45
0,2016,5,61.0,55.0,55,45
0,2016,6,64.0,55.0,55,45
0,2016,7,64.0,58.0,55,45
0,2016,8,66.0,61.0,55,45
0,2016,9,66.0,57.0,55,45
0,2016,10,66.0,61.0,55,45
0,2016,11,66.0,57.0,55,45
0,2016,12,66.0,56.0,55,45
1,2016,1,67.0,61.0,65,55
1,2016,2,66.0,59.0,65,55
1,2016,3,66.0,60.0,65,55
1,2016,4,67.0,61.0,65,55
1,2016,5,67.0,61.0,65,55
1,2016,6,69.0,63.0,65,55
1,2016,7,68.0,63.0,65,55
1,2016,8,69.0,63.0,65,55
1,2016,9,68.0,62.0,65,55
1,2016,10,68.0,62.0,65,55
1,2016,11,66.0,61.0,65,55
1,2016,12,67.0,62.0,65,55
2,2016,1,58.0,48.0,55,45
2,2016,2,57.0,47.0,55,45
2,2016,3,56.0,48.0,55,45
2,2016,4,58.0,50.0,55,45
2,2016,5,58.0,53.0,55,45
2,2016,6,57.0,50.0,55,45
2,2016,7,59.0,50.0,55,45
2,2016,8,59.0,58.0,55,45
2,2016,9,55.0,59.0,55,45
2,2016,10,61.0,60.0,55,45
2,2016,11,57.0,50.0,55,45
2,2016,12,58.0,49.0,55,45
3,2016,1,66.0,58.0,65,55
3,2016,2,66.0,60.0,65,55
3,2016,3,66.0,59.0,65,55
3,2016,4,66.0,59.0,65,55
3,2016,5,66.0,59.0,65,55
3,2016,6,63.0,60.0,65,55
3,2016,7,64.0,64.0,65,55
3,2016,8,65.0,64.0,65,55
3,2016,9,63.0,63.0,65,55
3,2016,10,64.0,61.0,65,55
3,2016,11,65.0,60.0,65,55
3,2016,12,70.0,69.0,65,55
4,2016,1,56.0,54.0,75,70
4,2016,2,57.0,55.0,75,70
4,2016,3,56.0,55.0,75,70
4,2016,4,56.0,55.0,75,70
4,2016,5,56.0,55.0,75,70
4,2016,6,56.0,55.0,75,70
4,2016,7,56.0,54.0,75,70
4,2016,8,57.0,55.0,75,70
4,2016,9,57.0,63.0,75,70
4,2016,10,56.0,56.0,75,70
4,2016,11,56.0,55.0,75,70
4,2016,12,56.0,55.0,75,70
5,2016,1,72.0,64.0,65,55
5,2016,2,72.0,64.0,65,55
5,2016,3,72.0,63.0,65,55
5,2016,4,72.0,63.0,65,55
5,2016,5,72.0,65.0,65,55
5,2016,6,73.0,65.0,65,55
5,2016,7,73.0,65.0,65,55
5,2016,8,73.0,65.0,65,55
5,2016,9,72.0,64.0,65,55
5,2016,10,72.0,64.0,65,55
5,2016,11,72.0,63.0,65,55
5,2016,12,72.0,64.0,65,55
6,2016,1,60.0,55.0,50,40
6,2016,2,61.0,55.0,50,40
6,2016,3,60.0,54.0,50,40
6,2016,4,59.0,55.0,50,40
6,2016,5,60.0,55.0,50,40
6,2016,6,61.0,56.0,50,40
6,2016,7,60.0,56.0,50,40
6,2016,8,61.0,56.0,50,40
6,2016,9,60.0,56.0,50,40
6,2016,10,60.0,55.0,50,40
6,2016,11,59.0,56.0,50,40
6,2016,12,59.0,54.0,50,40
7,2016,1,68.0,60.0,75,70
7,2016,2,66.0,60.0,75,70
7,2016,3,66.0,61.0,75,70
7,2016,4,66.0,61.0,75,70
7,2016,5,70.0,65.0,75,70
7,2016,6,68.0,63.0,75,70
7,2016,7,68.0,63.0,75,70
7,2016,8,67.0,63.0,75,70
7,2016,9,67.0,62.0,75,70
7,2016,10,66.0,61.0,75,70
7,2016,11,66.0,60.0,75,70
7,2016,12,71.0,66.0,75,70
8,2016,1,64.0,56.0,50,40
8,2016,2,61.0,53.0,50,40
8,2016,3,60.0,54.0,50,40
8,2016,4,68.0,60.0,50,40
8,2016,5,69.0,83.0,50,40
8,2016,6,62.0,57.0,50,40
8,2016,7,63.0,58.0,50,40
8,2016,8,63.0,58.0,50,40
8,2016,9,62.0,55.0,50,40
8,2016,10,61.0,54.0,50,40
8,2016,11,60.0,54.0,50,40
8,2016,12,61.0,56.0,50,40
9,2016,1,63.0,59.0,55,45
9,2016,2,64.0,59.0,55,45
9,2016,3,63.0,57.0,55,45
9,2016,4,62.0,56.0,55,45
9,2016,5,63.0,58.0,55,45
9,2016,6,66.0,60.0,55,45
9,2016,7,66.0,61.0,55,45
9,2016,8,66.0,61.0,55,45
9,2016,9,63.0,58.0,55,45
9,2016,10,62.0,55.0,55,45
9,2016,11,63.0,58.0,55,45
9,2016,12,67.0,60.0,55,45
10,2016,1,66.0,58.0,50,40
10,2016,2,63.0,55.0,50,40
10,2016,3,66.0,58.0,50,40
10,2016,4,66.0,60.0,50,40
10,2016,5,69.0,61.0,50,40
10,2016,6,69.0,61.0,50,40
10,2016,7,66.0,60.0,50,40
10,2016,8,64.0,60.0,50,40
10,2016,9,67.0,63.0,50,40
10,2016,10,68.0,58.0,50,40
10,2016,11,67.0,56.0,50,40
10,2016,12,67.0,58.0,50,40
11,2016,1,76.0,69.0,75,70
11,2016,2,76.0,66.0,75,70
11,2016,3,76.0,67.0,75,70
11,2016,4,76.0,68.0,75,70
11,2016,5,77.0,70.0,75,70
11,2016,6,76.0,70.0,75,70
11,2016,7,76.0,69.0,75,70
11,2016,8,76.0,70.0,75,70
11,2016,9,76.0,68.0,75,70
11,2016,10,75.0,67.0,75,70
11,2016,11,75.0,65.0,75,70
11,2016,12,75.0,65.0,75,70
12,2016,1,71.0,63.0,65,55
12,2016,2,72.0,65.0,65,55
12,2016,3,72.0,64.0,65,55
12,2016,4,73.0,66.0,65,55
12,2016,5,73.0,69.0,65,55
12,2016,6,73.0,69.0,65,55
12,2016,7,73.0,68.0,65,55
12,2016,8,72.0,68.0,65,55
12,2016,9,74.0,67.0,65,55
12,2016,10,75.0,78.0,65,55
12,2016,11,75.0,80.0,65,55
12,2016,12,72.0,72.0,65,55
13,2016,1,80.0,75.0,65,55
13,2016,2,80.0,76.0,65,55
13,2016,3,80.0,76.0,65,55
13,2016,4,81.0,76.0,65,55
13,2016,5,80.0,76.0,65,55
13,2016,6,80.0,76.0,65,55
13,2016,7,80.0,76.0,65,55
13,2016,8,80.0,76.0,65,55
13,2016,9,80.0,77.0,65,55
13,2016,10,80.0,76.0,65,55
13,2016,11,76.0,73.0,65,55
13,2016,12,76.0,73.0,65,55
14,2016,1,70.0,64.0,55,45
14,2016,2,69.0,67.0,55,45
14,2016,3,67.0,66.0,55,45
14,2016,4,71.0,69.0,55,45
14,2016,5,68.0,65.0,55,45
14,2016,6,75.0,75.0,55,45
14,2016,7,81.0,81.0,55,45
14,2016,8,80.0,79.0,55,45
14,2016,9,78.0,76.0,55,45
14,2016,10,72.0,73.0,55,45
14,2016,11,64.0,65.0,55,45
14,2016,12,64.0,56.0,55,45
15,2016,1,73.0,65.0,65,55
15,2016,2,74.0,66.0,65,55
15,2016,3,73.0,67.0,65,55
15,2016,4,74.0,67.0,65,55
15,2016,5,74.0,69.0,65,55
15,2016,6,74.0,70.0,65,55
15,2016,7,74.0,68.0,65,55
15,2016,8,80.0,76.0,65,55
15,2016,9,77.0,73.0,65,55
15,2016,10,74.0,67.0,65,55
15,2016,11,74.0,67.0,65,55
15,2016,12,88.0,82.0,65,55
16,2016,1,73.0,65.0,55,45
16,2016,2,74.0,66.0,55,45
16,2016,3,73.0,67.0,55,45
16,2016,4,74.0,67.0,55,45
16,2016,5,74.0,69.0,55,45
16,2016,6,74.0,70.0,55,45
16,2016,7,74.0,68.0,55,45
16,2016,8,80.0,76.0,55,45
16,2016,9,77.0,73.0,55,45
16,2016,10,74.0,67.0,55,45
16,2016,11,74.0,67.0,55,45
16,2016,12,88.0,82.0,55,45
17,2016,1,70.0,62.0,65,55
17,2016,2,71.0,62.0,65,55
17,2016,3,70.0,62.0,65,55
17,2016,4,73.0,66.0,65,55
17,2016,5,73.0,68.0,65,55
17,2016,6,77.0,70.0,65,55
17,2016,7,71.0,66.0,65,55
17,2016,8,71.0,66.0,65,55
17,2016,9,71.0,65.0,65,55
17,2016,10,71.0,63.0,65,55
17,2016,11,71.0,63.0,65,55
17,2016,12,73.0,65.0,65,55
18,2016,1,64.0,54.0,50,40
18,2016,2,64.0,54.0,50,40
18,2016,3,66.0,57.0,50,40
18,2016,4,68.0,63.0,50,40
18,2016,5,69.0,66.0,50,40
18,2016,6,68.0,63.0,50,40
18,2016,7,67.0,63.0,50,40
18,2016,8,69.0,72.0,50,40
18,2016,9,73.0,80.0,50,40
18,2016,10,67.0,66.0,50,40
18,2016,11,65.0,54.0,50,40
18,2016,12,69.0,58.0,50,40
19,2016,1,65.0,58.0,55,45
19,2016,2,67.0,63.0,55,45
19,2016,3,69.0,63.0,55,45
19,2016,4,73.0,65.0,55,45
19,2016,5,76.0,71.0,55,45
19,2016,6,70.0,65.0,55,45
19,2016,7,69.0,65.0,55,45
19,2016,8,72.0,79.0,55,45
19,2016,9,71.0,78.0,55,45
19,2016,10,72.0,66.0,55,45
19,2016,11,69.0,65.0,55,45
19,2016,12,65.0,57.0,55,45
20,2016,1,52.0,46.0,50,40
20,2016,2,53.0,49.0,50,40
20,2016,3,52.0,48.0,50,40
20,2016,4,52.0,50.0,50,40
20,2016,5,52.0,50.0,50,40
20,2016,6,53.0,49.0,50,40
20,2016,7,54.0,53.0,50,40
20,2016,8,56.0,56.0,50,40
20,2016,9,54.0,51.0,50,40
20,2016,10,55.0,54.0,50,40
20,2016,11,52.0,49.0,50,40
20,2016,12,52.0,50.0,50,40
21,2016,1,66.0,56.0,65,55
21,2016,2,67.0,57.0,65,55
21,2016,3,67.0,56.0,65,55
21,2016,4,65.0,56.0,65,55
21,2016,5,66.0,57.0,65,55
21,2016,6,66.0,57.0,65,55
21,2016,7,67.0,58.0,65,55
21,2016,8,68.0,57.0,65,55
21,2016,9,66.0,57.0,65,55
21,2016,10,66.0,57.0,65,55
21,2016,11,65.0,56.0,65,55
21,2016,12,65.0,55.0,65,55
22,2016,1,52.0,46.0,50,40
22,2016,2,56.0,53.0,50,40
22,2016,3,55.0,49.0,50,40
22,2016,4,55.0,50.0,50,40
22,2016,5,55.0,51.0,50,40
22,2016,6,59.0,54.0,50,40
22,2016,7,59.0,56.0,50,40
22,2016,8,61.0,62.0,50,40
22,2016,9,64.0,74.0,50,40
22,2016,10,56.0,51.0,50,40
22,2016,11,54.0,49.0,50,40
22,2016,12,53.0,49.0,50,40
23,2016,1,75.0,71.0,65,55
23,2016,2,75.0,72.0,65,55
23,2016,3,75.0,71.0,65,55
23,2016,4,73.0,71.0,65,55
23,2016,5,73.0,70.0,65,55
23,2016,6,73.0,70.0,65,55
23,2016,7,73.0,69.0,65,55
23,2016,8,74.0,69.0,65,55
23,2016,9,74.0,68.0,65,55
23,2016,10,73.0,69.0,65,55
23,2016,11,75.0,69.0,65,55
23,2016,12,74.0,69.0,65,55
24,2016,1,57.0,53.0,50,40
24,2016,2,58.0,54.0,50,40
24,2016,3,60.0,59.0,50,40
24,2016,4,58.0,58.0,50,40
24,2016,5,58.0,55.0,50,40
24,2016,6,58.0,56.0,50,40
24,2016,7,57.0,54.0,50,40
24,2016,8,57.0,54.0,50,40
24,2016,9,56.0,53.0,50,40
24,2016,10,58.0,54.0,50,40
24,2016,11,58.0,55.0,50,40
24,2016,12,58.0,54.0,50,40
25,2016,1,62.0,60.0,65,55
25,2016,2,78.0,80.0,65,55
25,2016,3,62.0,60.0,65,55
25,2016,4,61.0,60.0,65,55
25,2016,5,62.0,61.0,65,55
25,2016,6,62.0,61.0,65,55
25,2016,7,63.0,63.0,65,55
25,2016,8,62.0,62.0,65,55
25,2016,9,64.0,60.0,65,55
25,2016,10,62.0,60.0,65,55
25,2016,11,80.0,85.0,65,55
25,2016,12,72.0,70.0,65,55
26,2016,1,59.0,52.0,50,40
26,2016,2,62.0,52.0,50,40
26,2016,3,60.0,54.0,50,40
26,2016,4,61.0,53.0,50,40
26,2016,5,61.0,55.0,50,40
26,2016,6,61.0,54.0,50,40
26,2016,7,61.0,53.0,50,40
26,2016,8,62.0,53.0,50,40
26,2016,9,61.0,52.0,50,40
26,2016,10,61.0,53.0,50,40
26,2016,11,61.0,53.0,50,40
26,2016,12,78.0,80.0,50,40
27,2016,1,68.0,63.0,65,55
27,2016,2,68.0,64.0,65,55
27,2016,3,68.0,64.0,65,55
27,2016,4,68.0,64.0,65,55
27,2016,5,69.0,66.0,65,55
27,2016,6,69.0,65.0,65,55
27,2016,7,68.0,65.0,65,55
27,2016,8,70.0,78.0,65,55
27,2016,9,67.0,63.0,65,55
27,2016,10,68.0,64.0,65,55
27,2016,11,68.0,64.0,65,55
27,2016,12,67.0,63.0,65,55
28,2016,1,54.0,45.0,50,40
28,2016,2,56.0,48.0,50,40
28,2016,3,56.0,49.0,50,40
28,2016,4,58.0,50.0,50,40
28,2016,5,74.0,80.0,50,40
28,2016,6,68.0,54.0,50,40
28,2016,7,61.0,53.0,50,40
28,2016,8,90.0,49.0,50,40
28,2016,9,85.0,47.0,50,40
28,2016,10,81.0,47.0,50,40
28,2016,11,78.0,48.0,50,40
28,2016,12,59.0,47.0,50,40
29,2016,1,58.0,51.0,55,45
29,2016,2,59.0,52.0,55,45
29,2016,3,60.0,53.0,55,45
29,2016,4,60.0,53.0,55,45
29,2016,5,61.0,56.0,55,45
29,2016,6,61.0,56.0,55,45
29,2016,7,59.0,53.0,55,45
29,2016,8,60.0,52.0,55,45
29,2016,9,59.0,51.0,55,45
29,2016,10,60.0,54.0,55,45
29,2016,11,59.0,53.0,55,45
29,2016,12,58.0,52.0,55,45
30,2016,1,77.0,68.0,65,55
30,2016,2,77.0,69.0,65,55
30,2016,3,77.0,67.0,65,55
30,2016,4,77.0,68.0,65,55
30,2016,5,77.0,70.0,65,55
30,2016,6,78.0,72.0,65,55
30,2016,7,79.0,73.0,65,55
30,2016,8,79.0,71.0,65,55
30,2016,9,78.0,71.0,65,55
30,2016,10,76.0,67.0,65,55
30,2016,11,73.0,65.0,65,55
30,2016,12,73.0,65.0,65,55
31,2016,1,59.0,53.0,75,70
31,2016,2,64.0,65.0,75,70
31,2016,3,60.0,54.0,75,70
31,2016,4,59.0,52.0,75,70
31,2016,5,61.0,54.0,75,70
31,2016,6,60.0,53.0,75,70
31,2016,7,60.0,53.0,75,70
31,2016,8,61.0,52.0,75,70
31,2016,9,60.0,53.0,75,70
31,2016,10,60.0,53.0,75,70
31,2016,11,61.0,57.0,75,70
31,2016,12,61.0,54.0,75,70
32,2016,1,79.0,74.0,55,45
32,2016,2,79.0,74.0,55,45
32,2016,3,79.0,74.0,55,45
32,2016,4,79.0,74.0,55,45
32,2016,5,79.0,76.0,55,45
32,2016,6,78.0,80.0,55,45
32,2016,7,80.0,76.0,55,45
32,2016,8,80.0,75.0,55,45
32,2016,9,80.0,74.0,55,45
32,2016,10,75.0,66.0,55,45
32,2016,11,71.0,63.0,55,45
32,2016,12,71.0,64.0,55,45
33,2016,1,56.0,50.0,50,40
33,2016,2,60.0,50.0,50,40
33,2016,3,56.0,50.0,50,40
33,2016,4,56.0,51.0,50,40
33,2016,5,60.0,54.0,50,40
33,2016,6,57.0,52.0,50,40
33,2016,7,56.0,52.0,50,40
33,2016,8,57.0,54.0,50,40
33,2016,9,57.0,53.0,50,40
33,2016,10,57.0,50.0,50,40
33,2016,11,53.0,49.0,50,40
33,2016,12,54.0,50.0,50,40
34,2016,1,67.0,60.0,65,55
34,2016,2,68.0,61.0,65,55
34,2016,3,68.0,60.0,65,55
34,2016,4,69.0,62.0,65,55
34,2016,5,71.0,66.0,65,55
34,2016,6,71.0,66.0,65,55
34,2016,7,71.0,67.0,65,55
34,2016,8,72.0,67.0,65,55
34,2016,9,71.0,63.0,65,55
34,2016,10,68.0,61.0,65,55
34,2016,11,65.0,58.0,65,55
34,2016,12,64.0,57.0,65,55
35,2016,1,65.0,61.0,55,45
35,2016,2,59.0,50.0,55,45
35,2016,3,58.0,50.0,55,45
35,2016,4,58.0,51.0,55,45
35,2016,5,60.0,57.0,55,45
35,2016,6,63.0,61.0,55,45
35,2016,7,64.0,61.0,55,45
35,2016,8,63.0,62.0,55,45
35,2016,9,66.0,66.0,55,45
35,2016,10,62.0,52.0,55,45
35,2016,11,59.0,52.0,55,45
35,2016,12,61.0,59.0,55,45
36,2016,1,64.0,58.0,75,70
36,2016,2,64.0,60.0,75,70
36,2016,3,63.0,58.0,75,70
36,2016,4,63.0,58.0,75,70
36,2016,5,65.0,63.0,75,70
36,2016,6,66.0,62.0,75,70
36,2016,7,69.0,63.0,75,70
36,2016,8,73.0,72.0,75,70
36,2016,9,69.0,64.0,75,70
36,2016,10,74.0,72.0,75,70
36,2016,11,69.0,68.0,75,70
36,2016,12,70.0,67.0,75,70
37,2016,1,58.0,54.0,50,40
37,2016,2,65.0,60.0,50,40
37,2016,3,60.0,55.0,50,40
37,2016,4,59.0,56.0,50,40
37,2016,5,62.0,62.0,50,40
37,2016,6,65.0,61.0,50,40
37,2016,7,65.0,62.0,50,40
37,2016,8,66.0,60.0,50,40
37,2016,9,75.0,65.0,50,40
37,2016,10,60.0,50.0,50,40
37,2016,11,58.0,50.0,50,40
37,2016,12,59.0,57.0,50,40
38,2016,1,79.0,75.0,65,55
38,2016,2,79.0,75.0,65,55
38,2016,3,79.0,75.0,65,55
38,2016,4,79.0,75.0,65,55
38,2016,5,79.0,75.0,65,55
38,2016,6,80.0,75.0,65,55
38,2016,7,81.0,76.0,65,55
38,2016,8,81.0,76.0,65,55
